CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,AnnualIncome
14660,MRS.,GABRIELLE,HOWARD,3/6/1958,M,F,"$60,000 "
14661,MRS.,JADE,WARD,4/6/1958,M,F,"$60,000 "
14662,MR.,JACK,ROSS,5/9/1958,M,M,"$60,000 "
14663,MR.,ARTURO,HU,10/4/1958,M,M,"$70,000 "
14664,MRS.,KAYLA,ROSS,6/2/1958,S,F,"$80,000 "
14665,MR.,JESSE,KING,7/17/1969,M,M,"$80,000 "
14666,MR.,LOUIS,GAO,2/10/1969,M,M,"$90,000 "
14667,MRS.,OLIVIA,ALEXANDER,7/20/1970,M,F,"$80,000 "
14668,MR.,JOE,MARTIN,3/4/1970,M,M,"$80,000 "
14669,MRS.,ERIKA,BLANCO,7/9/1970,M,F,"$80,000 "
14670,MRS.,LESLIE,GILL,11/3/1968,S,F,"$60,000 "
14671,MRS.,CRISTINA,LAL,8/9/1967,M,F,"$60,000 "
14672,MR.,OMAR,NATH,4/9/1969,S,M,"$110,000 "
14673,MR.,WILLIE,RAI,6/23/1969,M,M,"$110,000 "
14674,MRS.,ALEXIS,WILLIAMS,10/1/1967,M,F,"$70,000 "
14675,MRS.,BRANDI,GOMEZ,8/6/1967,M,F,"$70,000 "
14676,,MICAH,WANG,1/26/1967,S,NA,"$70,000 "
14677,MR.,ROSS,HERNANDEZ,10/10/1966,S,M,"$80,000 "
14678,MRS.,SHANNON,ZHENG,7/1/1966,M,F,"$80,000 "
14679,MRS.,NATASHA,SUAREZ,10/16/1966,S,F,"$80,000 "
14680,MR.,MARVIN,MUNOZ,11/19/1966,S,M,"$80,000 "
14681,MS.,VERONICA,CHANDRA,10/3/1968,S,F,"$70,000 "
14682,MS.,GAIL,ALEXANDER,8/12/1968,S,F,"$70,000 "
14683,MRS.,MOLLY,SAI,11/26/1964,M,F,"$60,000 "
14684,MR.,JAMES,ZHANG,12/14/1964,M,M,"$60,000 "
14685,MR.,LAWRENCE,ORTEGA,9/17/1963,S,M,"$60,000 "
14686,MRS.,CASEY,RAJE,12/14/1963,M,F,"$60,000 "
14687,MS.,OLIVIA,PRICE,2/22/1974,S,F,"$30,000 "
14688,MS.,TABITHA,CARLSON,10/13/1980,S,F,"$20,000 "
14689,MS.,LLOYD,SAUNDERS,11/26/1980,S,F,"$20,000 "
14690,MR.,DREW,RAI,1/21/1980,S,M,"$20,000 "
14691,MR.,DERRICK,TORRES,11/13/1979,M,M,"$30,000 "
14692,MS.,NICHOLE,SHARMA,3/12/1978,S,F,"$30,000 "
14693,MR.,ROBERT,PARKER,2/25/1973,S,M,"$30,000 "
14694,MS.,HALEY,PARKER,3/28/1973,S,F,"$30,000 "
14695,MR.,RUSSELL,ANDERSEN,9/19/1972,S,M,"$10,000 "
14696,MR.,SHAWN,ANAND,5/10/1972,S,M,"$10,000 "
14697,MR.,NELSON,JIMENEZ,2/10/1972,S,M,"$20,000 "
14698,MRS.,DIANE,NAVARRO,10/13/1973,M,F,"$40,000 "
14700,MR.,EDWARD,EDWARDS,11/21/1973,M,M,"$40,000 "
14701,MR.,MAURIZIO,MACAGNO,3/21/1972,S,M,"$20,000 "
14702,MR.,CURTIS,ZIMMERMAN,12/7/1972,M,M,"$30,000 "
14703,MR.,CLIFFORD,SRINI,6/2/1972,S,M,"$30,000 "
14704,MS.,KARA,ANDERSEN,7/21/1971,S,F,"$10,000 "
14705,MRS.,RILEY,WOOD,1/15/1972,S,F,"$40,000 "
14706,MRS.,KATE,JAI,5/26/1972,S,F,"$40,000 "
14707,MS.,TONYA,RAJE,10/27/1971,S,F,"$10,000 "
14708,MS.,EVELYN,KAPOOR,4/5/1971,S,F,"$20,000 "
14709,MR.,IAN,MARTIN,3/14/1971,S,M,"$30,000 "
14710,MS.,LISA,MA,2/24/1971,S,F,"$30,000 "
14711,MS.,DEBORAH,XU,11/1/1971,S,F,"$30,000 "
14712,MR.,EUGENE,LIU,11/22/1971,S,M,"$30,000 "
14713,MR.,JON,YE,7/8/1970,S,M,"$40,000 "
14714,MRS.,MEGHAN,DIAZ,8/11/1970,S,F,"$40,000 "
14715,MR.,ERIK,MUNOZ,11/20/1970,M,M,"$40,000 "
14716,MRS.,SHANNON,ZHOU,6/1/1971,S,F,"$40,000 "
14717,MRS.,ABIGAIL,RIVERA,3/5/1971,S,F,"$40,000 "
14718,MR.,GREGORY,RAJI,10/15/1971,S,M,"$40,000 "
14719,MR.,RONNIE,HE,4/8/1970,M,M,"$40,000 "
14720,MRS.,NAOMI,DOMINGUEZ,7/4/1970,S,F,"$40,000 "
14721,MR.,DANIEL,JONES,7/16/1974,S,M,"$40,000 "
14722,MRS.,SHARON,CARSON,12/27/1974,S,F,"$40,000 "
14723,MR.,ANDREW,SMITH,4/26/1975,S,M,"$40,000 "
14724,MR.,DYLAN,ROBINSON,7/12/1966,M,M,"$60,000 "
14725,MR.,EVAN,MORGAN,11/27/1966,M,M,"$60,000 "
14726,MR.,ZACHARY,YANG,7/3/1966,S,M,"$60,000 "
14727,MS.,ANNA,BRYANT,7/6/1966,S,F,"$60,000 "
14728,MS.,ELIZABETH,HENDERSON,5/22/1966,S,F,"$60,000 "
14729,MS.,GLORIA,RUBIO,7/8/1966,S,F,"$60,000 "
14730,MR.,JERRY,FERRIER,2/17/1953,M,M,"$20,000 "
14731,MR.,SETH,BROWN,5/25/1953,M,M,"$30,000 "
14732,MRS.,TRINITY,COOK,11/24/1953,M,F,"$30,000 "
14733,MR.,CLARENCE,RAJI,2/26/1953,M,M,"$30,000 "
14734,MR.,KEVIN,EDWARDS,11/11/1953,M,M,"$30,000 "
14735,MRS.,MARIA,ROGERS,10/10/1953,M,F,"$30,000 "
14736,MR.,JACK,ROBERTS,5/11/1954,M,M,"$20,000 "
14737,MR.,DOMINIC,SRINI,5/20/1954,S,M,"$20,000 "
14738,MR.,ETHAN,GARCIA,3/15/1954,M,M,"$40,000 "
14739,MR.,CHARLES,GONZALEZ,9/26/1954,M,M,"$40,000 "
14741,MRS.,EMMA,COOPER,8/3/1954,M,F,"$40,000 "
14742,MRS.,ANDREA,HOWARD,7/19/1955,M,F,"$40,000 "
14743,MR.,NATHAN,TURNER,2/25/1955,M,M,"$40,000 "
14744,MR.,ELIJAH,YANG,8/26/1955,M,M,"$40,000 "
14745,MR.,LUKE,HALL,3/21/1955,M,M,"$40,000 "
14746,MRS.,COURTNEY,NELSON,4/5/1955,M,F,"$40,000 "
14747,MR.,AIDAN,WOOD,11/16/1955,M,M,"$40,000 "
14748,MR.,DON,ROESSLER,3/9/1956,M,M,"$40,000 "
14749,MR.,JOSE,JENKINS,4/27/1956,M,M,"$40,000 "
14750,MRS.,MARY,GREEN,11/5/1956,M,F,"$40,000 "
14751,MRS.,GABRIELLE,PRICE,5/8/1956,M,F,"$40,000 "
14752,MR.,SETH,TURNER,11/11/1957,M,M,"$40,000 "
14753,MR.,AUSTIN,FOSTER,9/27/1957,M,M,"$40,000 "
14754,MR.,GRANT,PAL,11/17/1957,M,M,"$40,000 "
14755,MR.,ROBERT,DAVIS,11/21/1957,M,M,"$40,000 "
14756,MR.,CHARLES,REED,5/15/1957,M,M,"$40,000 "
14757,MRS.,ELIZABETH,GARCIA,1/2/1957,M,F,"$40,000 "
14758,MRS.,VICTORIA,LONG,5/26/1958,S,F,"$80,000 "
14759,MRS.,MADISON,DAVIS,3/12/1958,S,F,"$80,000 "
14760,MR.,ZACHARY,LEWIS,12/12/1958,M,M,"$80,000 "
14761,MRS.,MORGAN,KELLY,9/25/1958,S,F,"$80,000 "
14762,MRS.,ADRIANA,PEREZ,8/10/1958,S,F,"$80,000 "
14763,MR.,GEORGE,ARUN,11/11/1958,S,M,"$80,000 "
14764,MR.,XAVIER,SCOTT,9/3/1959,S,M,"$60,000 "
14765,MR.,KEVIN,NELSON,2/16/1959,M,M,"$60,000 "
14766,MR.,CURTIS,XU,2/22/1968,S,M,"$20,000 "
14767,MRS.,STACY,BLANCO,8/18/1968,S,F,"$20,000 "
14768,MR.,IAN,KELLY,6/20/1924,M,M,"$10,000 "
14769,MRS.,JESSICA,POWELL,9/15/1968,M,F,"$30,000 "
14770,MR.,MELVIN,ANDERSEN,6/5/1968,M,M,"$30,000 "
14771,MRS.,HEIDI,VANCE,8/23/1968,M,F,"$30,000 "
14772,MRS.,STACY,TORRES,10/23/1968,M,F,"$30,000 "
14773,MR.,NOAH,ROSS,4/27/1968,M,M,"$40,000 "
14774,MR.,MAX,FERRIER,3/17/1968,S,M,"$40,000 "
14775,MS.,BONNIE,XIE,11/15/1968,M,F,"$40,000 "
14776,MR.,RONALD,ARTHUR,1/25/1968,M,M,"$40,000 "
14777,MS.,KAYLA,JENKINS,4/9/1968,M,F,"$40,000 "
14778,MRS.,RENEE,JIMENEZ,6/21/1967,S,F,"$10,000 "
14779,MR.,HENRY,FERNANDEZ,3/12/1967,S,M,"$10,000 "
14780,MRS.,TABITHA,ALONSO,8/3/1967,S,F,"$10,000 "
14781,MR.,ROBERT,BUTLER,5/4/1967,S,M,"$20,000 "
14782,MR.,MICHAEL,LEWIS,10/17/1967,S,M,"$20,000 "
14783,MRS.,CRISTINA,SHAN,7/26/1967,S,F,"$20,000 "
14784,MR.,VICTOR,DOMINGUEZ,12/5/1967,S,M,"$30,000 "
14785,MR.,GAVIN,PATTERSON,3/11/1967,S,M,"$30,000 "
14786,MR.,TRISTAN,JENKINS,8/12/1967,M,M,"$30,000 "
14787,MRS.,TABITHA,SMITH,6/20/1966,S,F,"$20,000 "
14789,MRS.,ROSA,ZHANG,10/3/1966,S,F,"$20,000 "
14790,MR.,TERRY,TANG,2/9/1967,M,M,"$40,000 "
14791,MS.,ASHLEE,DENG,5/2/1967,M,F,"$40,000 "
14792,MR.,JEROME,RUBIO,8/16/1967,M,M,"$40,000 "
14793,MR.,CLAYTON,NATH,6/21/1967,S,M,"$40,000 "
14794,MR.,GILBERT,BECKER,8/13/1967,M,M,"$40,000 "
14795,MRS.,CRYSTAL,GAO,3/6/1966,M,F,"$30,000 "
14796,MR.,MICHAEL,MILLER,1/8/1965,S,M,"$10,000 "
14797,MR.,STEVE,GAO,1/8/1965,S,M,"$10,000 "
14798,MRS.,COLLEEN,NARA,8/18/1965,S,F,"$10,000 "
14799,MRS.,KATIE,XU,8/15/1965,S,F,"$20,000 "
14800,MRS.,ABBY,ARTHUR,1/3/1965,M,F,"$30,000 "
14801,MRS.,RILEY,SIMMONS,2/15/1964,M,F,"$10,000 "
14802,MRS.,AUDREY,MORENO,9/19/1964,S,F,"$20,000 "
14803,MRS.,STACY,MARTIN,6/7/1964,S,F,"$20,000 "
14804,MRS.,MARTHA,ZHOU,4/7/1963,S,F,"$10,000 "
14805,MRS.,KARI,GARCIA,6/22/1963,S,F,"$10,000 "
14806,MR.,DAMIEN,JAI,5/7/1963,S,M,"$10,000 "
14807,MRS.,BRENDA,MARTINEZ,2/5/1963,S,F,"$10,000 "
14808,MRS.,CYNTHIA,PRASAD,9/20/1963,S,F,"$10,000 "
14809,MR.,MAX,SUAREZ,4/7/1963,S,M,"$20,000 "
14810,MR.,RUSSELL,ANAND,11/26/1966,M,M,"$40,000 "
14811,MS.,MOLLY,SANCHEZ,8/22/1966,M,F,"$40,000 "
14812,MR.,HUNTER,HENDERSON,5/17/1966,M,M,"$40,000 "
14813,MRS.,MADISON,HAYES,5/2/1963,S,F,"$20,000 "
14814,MRS.,CHRISTINE,JAI,7/22/1963,S,F,"$30,000 "
14815,MRS.,ISABELLA,GONZALES,12/18/1965,M,F,"$40,000 "
14816,MRS.,KATHERINE,LEWIS,10/24/1965,M,F,"$40,000 "
14817,MRS.,ANNA,WASHINGTON,9/16/1965,M,F,"$40,000 "
14818,MRS.,DIANE,RUIZ,5/26/1964,S,F,"$30,000 "
14819,MRS.,DANA,RUIZ,6/9/1964,M,F,"$30,000 "
14820,MR.,DREW,BHAT,9/3/1964,M,M,"$40,000 "
14821,MR.,MAURICE,RAJE,4/8/1964,M,M,"$40,000 "
14822,MRS.,JESSICA,MARTIN,9/25/1963,S,F,"$30,000 "
14823,MR.,NELSON,HARRISON,12/28/1963,S,M,"$30,000 "
14824,MR.,MIGUEL,BAKER,11/17/1963,S,M,"$30,000 "
14825,MS.,REBEKAH,ALONSO,3/3/1977,S,F,"$20,000 "
14826,MRS.,STEFANIE,LOPEZ,8/17/1979,M,F,"$20,000 "
14827,MR.,ERNEST,XU,4/4/1979,S,M,"$30,000 "
14828,MR.,HECTOR,MUÑOZ,9/9/1979,S,M,"$30,000 "
14829,MRS.,GINA,VAZQUEZ,1/15/1978,S,F,"$30,000 "
14830,MRS.,ISABELLA,WARD,8/13/1963,M,F,"$40,000 "
14831,MR.,GILBERT,XIE,2/6/1963,M,M,"$40,000 "
14832,MR.,BARRY,RANA,11/5/1963,M,M,"$40,000 "
14833,MRS.,RILEY,HAYES,6/13/1962,S,F,"$30,000 "
14835,MRS.,MELODY,SAUNDERS,9/2/1978,S,F,"$30,000 "
14836,MR.,PETER,CHANDER,4/6/1978,M,M,"$30,000 "
14837,MR.,DENNIS,LI,7/17/1977,S,M,"$30,000 "
14838,MR.,DARREN,ALVAREZ,7/26/1977,S,M,"$30,000 "
14839,MS.,NATASHA,SANZ,5/18/1977,S,F,"$30,000 "
14840,MS.,AUTUMN,ZHU,10/23/1977,S,F,"$30,000 "
14841,MR.,FRANKLIN,PAL,12/7/1911,M,M,"$20,000 "
14842,MS.,MEAGAN,KIM,8/10/1975,S,F,"$20,000 "
14843,MR.,LEE,VAZQUEZ,7/7/1975,S,M,"$20,000 "
14844,MR.,BLAKE,MILLER,3/1/1975,S,M,"$20,000 "
14845,MS.,CHELSEA,SAI,8/17/1974,S,F,"$10,000 "
14846,MS.,KELSEY,CHANDE,11/13/1974,S,F,"$20,000 "
14847,MS.,VADIM,SAZANOVICH,3/12/1974,S,F,"$20,000 "
14848,MR.,GEORGE,LOUVERDIS,9/10/1975,S,M,"$30,000 "
14849,MR.,DWAYNE,MARTIN,10/12/1975,S,M,"$30,000 "
14852,MR.,ADAM,GONZALEZ,11/13/1978,S,M,"$60,000 "
14853,MR.,DERRICK,DIAZ,2/13/1948,M,M,"$20,000 "
14854,MRS.,NANCY,FERNANDEZ,11/12/1948,S,F,"$20,000 "
14855,MRS.,DEANNA,WEBER,12/24/1948,S,F,"$30,000 "
14856,MS.,KARI,CARLSON,8/4/1977,S,F,"$40,000 "
14857,MRS.,DIANE,SERRANO,1/27/1949,M,F,"$20,000 "
14858,MR.,LOUIS,ZHU,6/21/1951,M,M,"$30,000 "
14859,MR.,JARROD,WEBER,3/5/1952,M,M,"$30,000 "
14860,MR.,ARTURO,CHANDE,6/17/1952,M,M,"$40,000 "
14861,MRS.,MISTY,DENG,4/10/1971,S,F,"$40,000 "
14862,MR.,SPENCER,JENKINS,8/21/1971,S,M,"$40,000 "
14863,MRS.,DANA,CARLSON,10/23/1971,S,F,"$40,000 "
14864,MRS.,DESIREE,CARLSON,6/25/1971,S,F,"$40,000 "
14865,MR.,AUSTIN,COLEMAN,7/15/1970,S,M,"$40,000 "
14866,MRS.,HAILEY,PETERSON,10/21/1970,S,F,"$40,000 "
14867,MRS.,LAUREN,RICHARDSON,7/8/1975,S,F,"$40,000 "
14868,MRS.,ARIANA,MORGAN,8/20/1975,S,F,"$40,000 "
14869,MRS.,JENNIFER,BRYANT,8/26/1975,S,F,"$40,000 "
14870,MRS.,BRANDI,ORTEGA,1/11/1974,S,F,"$40,000 "
14871,MR.,TIMOTHY,HILL,4/11/1974,S,M,"$40,000 "
14872,MR.,FERNANDO,CLARK,2/27/1974,M,M,"$30,000 "
14873,MR.,FERNANDO,LONG,2/10/1974,M,M,"$30,000 "
14874,MRS.,NICOLE,SANCHEZ,8/27/1975,S,F,"$40,000 "
14875,MRS.,ALYSSA,FOSTER,12/28/1975,S,F,"$40,000 "
14876,MR.,NATHAN,ANDERSON,3/9/1931,M,M,"$40,000 "
14877,MR.,STEVEN,BROOKS,7/14/1966,S,M,"$60,000 "
14878,MR.,MARCUS,MURPHY,3/3/1966,M,M,"$60,000 "
14879,MS.,ANDREA,RICHARDSON,11/26/1966,S,F,"$60,000 "
14880,MRS.,JESSICA,ROSS,4/10/1953,M,F,"$30,000 "
14882,MRS.,KATHRYN,NARA,10/21/1953,M,F,"$30,000 "
14884,MRS.,KRISTI,TORRES,4/5/1953,M,F,"$30,000 "
14885,MRS.,JUDITH,WHITE,2/8/1954,M,F,"$20,000 "
14886,MRS.,SYDNEY,POWELL,6/8/1954,S,F,"$20,000 "
14887,MRS.,LAUREN,WILSON,3/3/1954,M,F,"$30,000 "
14889,MR.,DREW,KUMAR,10/9/1954,M,M,"$30,000 "
14890,MR.,WYATT,ADAMS,7/26/1954,M,M,"$30,000 "
14891,MR.,KYLE,HAYES,5/10/1954,M,M,"$40,000 "
14892,MRS.,SAVANNAH,SANDERS,2/5/1955,M,F,"$40,000 "
14893,MRS.,GABRIELLE,DIAZ,2/8/1955,M,F,"$40,000 "
14894,MR.,JAMES,BAKER,11/19/1955,M,M,"$40,000 "
14895,MR.,CONNOR,HERNANDEZ,10/7/1955,M,M,"$40,000 "
14896,MRS.,ALEXIA,FLORES,5/11/1955,M,F,"$40,000 "
14897,MR.,HUNTER,MOORE,7/3/1956,M,M,"$40,000 "
14898,MRS.,KATELYN,EDWARDS,4/3/1956,M,F,"$40,000 "
14899,MR.,RODNEY,DOMINGUEZ,9/25/1956,M,M,"$40,000 "
14900,MRS.,RACHEL,LEWIS,10/24/1956,M,F,"$40,000 "
14901,MRS.,KATHERINE,RICHARDSON,7/23/1956,M,F,"$40,000 "
14902,MRS.,ARIANNA,DIAZ,9/24/1956,M,F,"$40,000 "
14903,MRS.,AMANDA,MORGAN,3/4/1956,M,F,"$40,000 "
14904,MR.,SPENCER,POWELL,5/2/1956,M,M,"$40,000 "
14905,,RICARDO,SHEN,4/2/1956,M,NA,"$40,000 "
14906,MR.,ROBERT,WASHINGTON,11/16/1956,M,M,"$40,000 "
14908,MRS.,MORGAN,MITCHELL,7/9/1956,M,F,"$40,000 "
14909,MR.,BENJAMIN,BRYANT,9/22/1956,M,M,"$40,000 "
14910,MRS.,CAITLIN,MURPHY,11/24/1957,M,F,"$40,000 "
14911,MRS.,SHELBY,WATSON,2/19/1957,M,F,"$40,000 "
14912,MRS.,EMMA,TAYLOR,8/21/1957,M,F,"$40,000 "
14913,MRS.,CHLOE,ROBERTS,10/18/1957,M,F,"$40,000 "
14914,MRS.,ARIANNA,GRAY,8/18/1957,M,F,"$40,000 "
14915,MRS.,KATHERINE,HOWARD,10/11/1957,M,F,"$40,000 "
14916,MRS.,PAIGE,WASHINGTON,9/17/1958,S,F,"$80,000 "
14917,MR.,ADRIAN,MORGAN,1/22/1958,M,M,"$80,000 "
14918,MRS.,MARIAH,HOWARD,11/6/1958,S,F,"$80,000 "
14919,MR.,ERIK,TORRES,10/26/1958,M,M,"$80,000 "
14920,MR.,JASON,HILL,5/24/1959,M,M,"$60,000 "
14921,MRS.,SARA,WATSON,9/24/1959,S,F,"$60,000 "
14922,MRS.,PAIGE,PERRY,9/14/1959,S,F,"$60,000 "
14923,MR.,ANDY,BLANCO,2/2/1968,S,M,"$20,000 "
14924,MRS.,CYNTHIA,SAI,12/17/1968,M,F,"$20,000 "
14925,MRS.,ASHLEY,HUGHES,10/28/1968,M,F,"$30,000 "
14926,MR.,JUAN,ROGERS,3/21/1968,M,M,"$30,000 "
14927,MRS.,CHELSEA,MARTINEZ,9/26/1968,M,F,"$30,000 "
14928,MR.,ROY,PATEL,3/21/1968,M,M,"$30,000 "
14929,MR.,PETER,ANAND,10/3/1968,M,M,"$30,000 "
14930,MRS.,CINDY,SARA,7/1/1968,S,F,"$30,000 "
14931,MR.,ANDRES,PAL,11/2/1968,M,M,"$40,000 "
14932,MR.,PEDRO,FERNANDEZ,4/21/1967,M,M,"$20,000 "
14933,MR.,RONALD,PATEL,1/18/1967,M,M,"$20,000 "
14934,MR.,JERMAINE,SAI,3/24/1967,S,M,"$30,000 "
14935,MR.,RAFAEL,LIANG,6/11/1967,S,M,"$30,000 "
14936,MR.,BRYAN,SANCHEZ,2/20/1967,S,M,"$30,000 "
14937,MR.,BRENDAN,XU,11/23/1966,S,M,"$10,000 "
14938,MRS.,MALLORY,SANZ,6/16/1966,S,F,"$20,000 "
14939,MR.,CORY,KAPOOR,4/18/1967,M,M,"$40,000 "
14940,MS.,CARMEN,RANA,2/23/1967,M,F,"$40,000 "
14941,MRS.,EMMA,PATTERSON,7/27/1966,S,F,"$20,000 "
14942,MRS.,WHITNEY,MADAN,2/13/1966,S,F,"$30,000 "
14943,MRS.,LINDSAY,PAL,8/12/1966,M,F,"$30,000 "
14944,MR.,SEBASTIAN,WATSON,8/10/1965,S,M,"$10,000 "
14945,MRS.,SAMANTHA,LEWIS,12/8/1965,S,F,"$10,000 "
14946,MR.,FREDERICK,VANCE,9/4/1965,S,M,"$20,000 "
14947,MR.,ALEJANDRO,CHEN,1/11/1965,S,M,"$20,000 "
14948,MR.,DAMIEN,LAL,4/11/1965,M,M,"$30,000 "
14949,MR.,STEVE,WU,4/14/1965,M,M,"$30,000 "
14950,MRS.,MARIA,HERNANDEZ,8/27/1964,S,F,"$10,000 "
14951,MRS.,KATIE,RAI,9/26/1964,M,F,"$30,000 "
14952,MRS.,HOLLY,SRINI,11/22/1964,M,F,"$30,000 "
14953,MRS.,ADRIENNE,GILL,6/14/1963,S,F,"$10,000 "
14954,MRS.,DENISE,PEREZ,3/25/1963,S,F,"$10,000 "
14955,MR.,JORGE,XU,3/3/1963,M,M,"$20,000 "
14956,MRS.,KRISTA,ROMERO,4/11/1963,S,F,"$20,000 "
14957,MRS.,LACEY,SHAN,6/1/1963,S,F,"$20,000 "
14958,MR.,CLAYTON,LIANG,10/6/1966,M,M,"$40,000 "
14959,MR.,ROSS,PATEL,1/15/1963,S,M,"$30,000 "
14960,MR.,LEONARD,PAL,11/15/1965,S,M,"$30,000 "
14961,MRS.,JACLYN,YANG,4/16/1965,M,F,"$40,000 "
14962,MR.,JUSTIN,JAI,10/13/1965,M,M,"$40,000 "
14963,MRS.,SYDNEY,PERRY,3/23/1965,M,F,"$40,000 "
14964,MR.,DAMIEN,SHEN,6/3/1965,M,M,"$40,000 "
14965,MR.,EDWIN,ZHOU,7/9/1964,M,M,"$30,000 "
14966,MR.,DERRICK,VAZQUEZ,5/5/1964,S,M,"$30,000 "
14967,MRS.,BRIDGET,XU,5/15/1964,S,F,"$30,000 "
14968,MR.,TROY,PATEL,7/6/1964,M,M,"$40,000 "
14969,MR.,JULIO,VAZQUEZ,4/6/1963,S,M,"$30,000 "
14970,MR.,BRUCE,CHANDRA,3/2/1977,M,M,"$20,000 "
14971,MRS.,SUSAN,ZHU,1/24/1979,M,F,"$20,000 "
14972,MRS.,CRISTINA,DENG,10/5/1979,S,F,"$30,000 "
14973,MRS.,ALICIA,JAI,7/22/1979,S,F,"$30,000 "
14974,MR.,K.,SARAVAN,7/2/1979,S,M,"$30,000 "
14975,MR.,DALTON,SCOTT,7/3/1963,M,M,"$40,000 "
14976,MR.,RANDY,HU,6/11/1962,M,M,"$40,000 "
14977,MRS.,STACY,CARLSON,2/18/1978,S,F,"$30,000 "
14978,MR.,JAMIE,ORTEGA,4/1/1978,S,M,"$30,000 "
14979,MR.,RODNEY,SERRANO,3/7/1978,S,M,"$30,000 "
14980,,MICHELE,GARCIA,9/3/1978,S,NA,"$30,000 "
14981,MRS.,APRIL,RAJI,3/8/1978,S,F,"$30,000 "
14982,MRS.,KAYLA,HUGHES,10/8/1978,M,F,"$30,000 "
14983,MR.,JUAN,SANZ,8/24/1978,S,M,"$30,000 "
14984,MRS.,REGINA,VANCE,11/13/1978,S,F,"$30,000 "
14985,MS.,JACLYN,ZHU,5/27/1977,S,F,"$20,000 "
14986,MR.,RICHARD,MARTINEZ,8/5/1976,M,M,"$20,000 "
14987,MS.,MISTY,NARA,12/3/1976,S,F,"$20,000 "
14988,MS.,MANDY,LU,1/24/1975,M,F,"$10,000 "
14989,MS.,SHAWNA,SHE,6/23/1976,S,F,"$20,000 "
14990,MR.,NELSON,RAMOS,1/26/1976,S,M,"$30,000 "
14991,MR.,EDWIN,ZHAO,2/26/1976,S,M,"$30,000 "
14992,MR.,DALE,ANDERSEN,8/14/1912,M,M,"$20,000 "
14993,MR.,SEAN,MORGAN,6/11/1975,S,M,"$20,000 "
14994,MR.,SETH,KING,12/27/1975,S,M,"$20,000 "
14995,MS.,STEFANIE,MALHOTRA,5/9/1974,S,F,"$20,000 "
14996,MR.,ROSS,GILL,10/14/1975,S,M,"$30,000 "
14997,MR.,ANGEL,COOPER,6/5/1975,M,M,"$30,000 "
14998,MR.,ROBERT,RODRIGUEZ,4/16/1974,S,M,"$20,000 "
14999,MS.,ARIANNA,MORRIS,5/6/1973,S,F,"$10,000 "
15000,MS.,KELLI,ZHOU,5/22/1973,S,F,"$10,000 "
15001,MS.,AUTUMN,LU,3/3/1973,S,F,"$10,000 "
15002,MS.,JENNY,LIN,4/6/1973,S,F,"$20,000 "
15003,MR.,DENNIS,YANG,9/21/1973,S,M,"$20,000 "
15004,MS.,SUZANNE,HU,12/5/1973,S,F,"$20,000 "
15005,MR.,ADRIAN,COOPER,9/20/1978,S,M,"$60,000 "
15006,MS.,GRACE,JACKSON,11/21/1978,M,F,"$70,000 "
15007,MS.,JAIME,RUBIO,8/21/1977,S,F,"$40,000 "
15008,MR.,BLAKE,PARKER,11/27/1977,M,M,"$40,000 "
15009,MS.,CHLOE,PATTERSON,6/10/1977,S,F,"$30,000 "
15010,MR.,CORY,SURI,9/12/1977,M,M,"$30,000 "
15011,MS.,AMBER,MITCHELL,11/13/1977,S,F,"$60,000 "
15012,MS.,EMMA,HUGHES,9/3/1976,M,F,"$60,000 "
15013,MS.,JULIA,CAMPBELL,11/13/1976,S,F,"$60,000 "
15014,MR.,WARREN,LIU,7/19/1949,M,M,"$30,000 "
15015,MR.,RANDY,LIU,5/6/1950,M,M,"$30,000 "
15016,MR.,DANIEL,CLARK,2/13/1980,S,M,"$40,000 "
15017,MS.,AMANDA,RAMIREZ,10/22/1980,S,F,"$20,000 "
15018,MRS.,FELICIA,MARTIN,10/24/1951,M,F,"$30,000 "
15019,MRS.,MARY,RAMOS,3/28/1951,S,F,"$30,000 "
15020,MRS.,CHRISTY,MA,10/24/1951,M,F,"$30,000 "
15021,MR.,LUCAS,MOORE,4/12/1951,M,M,"$30,000 "
15022,MRS.,LATASHA,GUTIERREZ,11/16/1951,M,F,"$40,000 "
15023,MR.,JUAN,WATSON,7/3/1979,M,M,"$70,000 "
15024,MR.,NATHAN,JONES,11/13/1952,M,M,"$30,000 "
15025,MRS.,KRISTI,SUBRAM,7/18/1952,S,F,"$40,000 "
15026,MRS.,FELICIA,DIAZ,7/9/1952,S,F,"$40,000 "
15027,MR.,TOMMY,JAI,10/19/1953,M,M,"$40,000 "
15028,MS.,TABITHA,ALVAREZ,3/10/1980,S,F,"$10,000 "
15029,MR.,ALEJANDRO,YE,6/4/1979,S,M,"$10,000 "
15030,MR.,JEFFERY,ZHENG,7/12/1980,M,M,"$20,000 "
15031,MR.,DARRYL,LIN,2/27/1977,M,M,"$10,000 "
15032,MRS.,MEREDITH,SUAREZ,6/11/1976,S,F,"$10,000 "
15033,MRS.,DANA,MORENO,7/2/1976,S,F,"$10,000 "
15034,MR.,HECTOR,SUAREZ,8/26/1979,S,M,"$10,000 "
15035,MR.,JAY,MEHTA,2/11/1979,S,M,"$10,000 "
15036,MR.,DEREK,SHE,8/23/1979,S,M,"$20,000 "
15037,MR.,JAIME,RAJI,8/23/1979,S,M,"$20,000 "
